Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,,,,2024-01-15 11:20:52,2024-01-15 11:21:01,8.213s,ERROR
,,,,,,,
Test Cases/me corp/Login,,,,2024-01-15 11:20:53,2024-01-15 11:20:57,3.953s,FAILED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2024-01-15 11:20:53,2024-01-15 11:20:53,0.001s,PASSED
"password = ""Mobile123+""",,,,2024-01-15 11:20:53,2024-01-15 11:20:53,0.001s,PASSED
switch (role),,,,2024-01-15 11:20:53,2024-01-15 11:20:54,1.087s,PASSED
"openBrowser("""")",,,,2024-01-15 11:20:54,2024-01-15 11:20:57,2.366s,FAILED
,,,,,,,
Test Cases/me corp/inisiasi,,,,2024-01-15 11:20:57,2024-01-15 11:20:58,1.024s,ERROR
robot = new java.awt.Robot(),,,,2024-01-15 11:20:58,2024-01-15 11:20:58,0.050s,PASSED
driver = getWebDriver(),,,,2024-01-15 11:20:58,2024-01-15 11:20:58,0.014s,ERROR
,,,,,,,
Test Cases/me corp/data-entry-aplikasi-pending,,,,2024-01-15 11:20:58,2024-01-15 11:21:00,1.769s,FAILED
userDir = getProjectDir(),,,,2024-01-15 11:20:59,2024-01-15 11:20:59,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-15 11:20:59,2024-01-15 11:20:59,0.001s,PASSED
"setText(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/input_SID Name_form-control ng-untouched ng-pristine ng-invalid""), konsumen_SID, OPTIONAL)",,,,2024-01-15 11:20:59,2024-01-15 11:20:59,0.281s,PASSED
"scrollToElement(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/i_Fax 2_ri-arrow-right-line""), 60, OPTIONAL)",,,,2024-01-15 11:20:59,2024-01-15 11:20:59,0.122s,PASSED
"click(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/button_Surat Keterangan Domisili""), OPTIONAL)",,,,2024-01-15 11:20:59,2024-01-15 11:21:00,0.119s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-masuk-submenu-surat-keterangan-domisili.png"")",,,,2024-01-15 11:21:00,2024-01-15 11:21:00,0.033s,FAILED
,,,,,,,
Test Cases/me corp/corporateLoan,,,,2024-01-15 11:21:00,2024-01-15 11:21:01,1.006s,FAILED
userDir = getProjectDir(),,,,2024-01-15 11:21:01,2024-01-15 11:21:01,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-15 11:21:01,2024-01-15 11:21:01,0.001s,PASSED
"click(findTestObject(""ME_AppPending/span_Collateral dan Loan""))",,,,2024-01-15 11:21:01,2024-01-15 11:21:01,0.077s,FAILED
