Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 15:09:19,2024-01-09 15:09:57,38.181s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 15:09:20,2024-01-09 15:09:33,13.062s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 15:09:21,2024-01-09 15:09:21,0.003s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 15:09:21,2024-01-09 15:09:21,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 15:09:21,2024-01-09 15:09:23,1.652s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 15:09:23,2024-01-09 15:09:29,6.793s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 15:09:29,2024-01-09 15:09:30,1.098s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 15:09:30,2024-01-09 15:09:31,0.330s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 15:09:31,2024-01-09 15:09:32,0.792s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 15:09:32,2024-01-09 15:09:32,0.726s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 15:09:32,2024-01-09 15:09:33,0.750s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 15:09:33,2024-01-09 15:09:57,24.421s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:35,0.076s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:35,0.017s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:35,0.003s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:35,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:35,0.620s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 15:09:35,2024-01-09 15:09:36,0.716s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 15:09:36,2024-01-09 15:09:37,0.921s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 15:09:37,2024-01-09 15:09:38,0.616s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 15:09:38,2024-01-09 15:09:38,0.648s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 15:09:38,2024-01-09 15:09:39,0.726s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 15:09:39,2024-01-09 15:09:40,0.606s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 15:09:40,2024-01-09 15:09:40,0.612s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 15:09:40,2024-01-09 15:09:41,0.513s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.595s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.000s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.002s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:41,0.001s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 15:09:41,2024-01-09 15:09:44,2.602s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 15:09:44,2024-01-09 15:09:44,0.468s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 15:09:44,2024-01-09 15:09:57,13.105s,FAILED
