Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-15 13:10:00,2024-01-15 13:12:06,2m - 5.609s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-15 13:10:01,2024-01-15 13:10:13,12.594s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-15 13:10:01,2024-01-15 13:10:01,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-15 13:10:01,2024-01-15 13:10:01,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-15 13:10:01,2024-01-15 13:10:03,1.336s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-15 13:10:03,2024-01-15 13:10:09,6.029s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-15 13:10:09,2024-01-15 13:10:11,2.016s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-15 13:10:11,2024-01-15 13:10:11,0.346s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), ""20111907"")",Firefox 121.0,,,2024-01-15 13:10:11,2024-01-15 13:10:12,0.759s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-15 13:10:12,2024-01-15 13:10:13,0.765s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-15 13:10:13,2024-01-15 13:10:13,0.716s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-15 13:10:13,2024-01-15 13:10:55,41.494s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:15,0.110s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:15,0.017s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:15,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:15,0.003s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:15,0.622s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-15 13:10:15,2024-01-15 13:10:16,0.605s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-15 13:10:16,2024-01-15 13:10:17,0.775s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-15 13:10:17,2024-01-15 13:10:17,0.000s,PASSED
else,Firefox 121.0,,,2024-01-15 13:10:17,2024-01-15 13:10:17,0.561s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-15 13:10:17,2024-01-15 13:10:18,0.574s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-15 13:10:18,2024-01-15 13:10:19,0.705s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-15 13:10:19,2024-01-15 13:10:19,0.540s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-15 13:10:19,2024-01-15 13:10:20,0.554s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-15 13:10:20,2024-01-15 13:10:20,0.537s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-15 13:10:20,2024-01-15 13:10:21,0.600s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.000s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.002s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:21,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-15 13:10:21,2024-01-15 13:10:23,2.397s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-15 13:10:23,2024-01-15 13:10:24,0.380s,PASSED
npwpTemp = nanoTime().toString(),Firefox 121.0,,,2024-01-15 13:10:24,2024-01-15 13:10:24,0.008s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwpTemp)",Firefox 121.0,,,2024-01-15 13:10:24,2024-01-15 13:10:55,31.380s,FAILED
,,,,,,,
Test Cases/me corp/data-entry-aplikasi-pending,Firefox 121.0,,,2024-01-15 13:10:55,2024-01-15 13:12:05,1m - 9.797s,FAILED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-15 13:10:56,2024-01-15 13:10:56,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-15 13:10:56,2024-01-15 13:10:56,0.000s,PASSED
"setText(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/input_SID Name_form-control ng-untouched ng-pristine ng-invalid""), konsumen_SID, OPTIONAL)",Firefox 121.0,,,2024-01-15 13:10:56,2024-01-15 13:11:28,31.316s,PASSED
"scrollToElement(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/i_Fax 2_ri-arrow-right-line""), 60, OPTIONAL)",Firefox 121.0,,,2024-01-15 13:11:28,2024-01-15 13:11:59,31.368s,PASSED
"click(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/button_Surat Keterangan Domisili""), OPTIONAL)",Firefox 121.0,,,2024-01-15 13:11:59,2024-01-15 13:12:05,5.753s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-masuk-submenu-surat-keterangan-domisili.png"")",Firefox 121.0,,,2024-01-15 13:12:05,2024-01-15 13:12:05,0.022s,FAILED
,,,,,,,
Test Cases/me corp/corporateLoan,Firefox 121.0,,,2024-01-15 13:12:05,2024-01-15 13:12:06,1.214s,FAILED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-15 13:12:06,2024-01-15 13:12:06,0.000s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-15 13:12:06,2024-01-15 13:12:06,0.001s,PASSED
"click(findTestObject(""ME_AppPending/span_Collateral dan Loan""))",Firefox 121.0,,,2024-01-15 13:12:06,2024-01-15 13:12:06,0.096s,FAILED
