Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 16:30:59,2024-01-09 16:32:01,1m - 2.607s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 16:30:59,2024-01-09 16:31:09,9.749s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 16:31:00,2024-01-09 16:31:00,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 16:31:00,2024-01-09 16:31:00,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 16:31:00,2024-01-09 16:31:01,1.118s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 16:31:01,2024-01-09 16:31:06,4.913s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 16:31:06,2024-01-09 16:31:06,0.787s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 16:31:06,2024-01-09 16:31:06,0.049s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 16:31:06,2024-01-09 16:31:07,0.843s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 16:31:07,2024-01-09 16:31:08,0.752s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 16:31:08,2024-01-09 16:31:09,0.733s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 16:31:09,2024-01-09 16:32:01,52.394s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:10,0.058s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:10,0.014s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:10,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:10,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:10,0.570s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 16:31:10,2024-01-09 16:31:11,0.631s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 16:31:11,2024-01-09 16:31:12,0.679s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 16:31:12,2024-01-09 16:31:12,0.576s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 16:31:12,2024-01-09 16:31:13,0.576s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 16:31:13,2024-01-09 16:31:14,0.681s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 16:31:14,2024-01-09 16:31:14,0.471s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 16:31:14,2024-01-09 16:31:15,0.574s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 16:31:15,2024-01-09 16:31:15,0.483s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 16:31:15,2024-01-09 16:31:16,0.570s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 16:31:16,2024-01-09 16:31:16,0.002s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 16:31:16,2024-01-09 16:31:16,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 16:31:16,2024-01-09 16:31:16,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:31:16,2024-01-09 16:31:16,0.002s,PASSED
