Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 14:05:56,2024-01-09 14:06:11,15.656s,ERROR
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 14:05:56,2024-01-09 14:06:08,11.637s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 14:05:57,2024-01-09 14:05:57,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 14:05:57,2024-01-09 14:05:57,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 14:05:57,2024-01-09 14:05:58,1.119s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 14:05:58,2024-01-09 14:06:03,5.657s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 14:06:03,2024-01-09 14:06:05,1.842s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 14:06:05,2024-01-09 14:06:05,0.095s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 14:06:05,2024-01-09 14:06:06,0.835s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 14:06:06,2024-01-09 14:06:07,0.694s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 14:06:07,2024-01-09 14:06:08,0.761s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 14:06:08,2024-01-09 14:06:11,3.572s,ERROR
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 14:06:09,2024-01-09 14:06:09,0.112s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 14:06:09,2024-01-09 14:06:09,0.016s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 14:06:09,2024-01-09 14:06:09,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 14:06:09,2024-01-09 14:06:09,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 14:06:09,2024-01-09 14:06:10,0.614s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 14:06:10,2024-01-09 14:06:10,0.656s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 14:06:10,2024-01-09 14:06:11,0.807s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 14:06:11,2024-01-09 14:06:11,0.015s,ERROR
