Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-15 10:11:42,2024-01-15 10:16:49,5m - 6.486s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-15 10:11:43,2024-01-15 10:11:52,9.425s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-15 10:11:43,2024-01-15 10:11:43,0.001s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-15 10:11:43,2024-01-15 10:11:43,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-15 10:11:43,2024-01-15 10:11:44,1.019s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-15 10:11:44,2024-01-15 10:11:49,4.852s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-15 10:11:49,2024-01-15 10:11:50,0.858s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-15 10:11:50,2024-01-15 10:11:50,0.039s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), ""20111907"")",Firefox 121.0,,,2024-01-15 10:11:50,2024-01-15 10:11:51,0.745s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-15 10:11:51,2024-01-15 10:11:51,0.756s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-15 10:11:51,2024-01-15 10:11:52,0.703s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-15 10:11:52,2024-01-15 10:12:50,58.023s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-15 10:11:53,2024-01-15 10:11:53,0.076s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-15 10:11:53,2024-01-15 10:11:53,0.012s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-15 10:11:53,2024-01-15 10:11:53,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-15 10:11:53,2024-01-15 10:11:53,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-15 10:11:53,2024-01-15 10:11:54,0.554s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-15 10:11:54,2024-01-15 10:11:54,0.591s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-15 10:11:54,2024-01-15 10:11:55,0.703s,PASSED
