Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 16:16:36,2024-01-09 16:17:37,1m - 0.616s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 16:16:37,2024-01-09 16:16:47,10.560s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 16:16:37,2024-01-09 16:16:37,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 16:16:37,2024-01-09 16:16:37,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 16:16:37,2024-01-09 16:16:39,1.453s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 16:16:39,2024-01-09 16:16:44,5.203s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 16:16:44,2024-01-09 16:16:45,0.912s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 16:16:45,2024-01-09 16:16:45,0.033s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 16:16:45,2024-01-09 16:16:46,0.789s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 16:16:46,2024-01-09 16:16:47,0.777s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 16:16:47,2024-01-09 16:16:47,0.729s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 16:16:47,2024-01-09 16:17:37,49.524s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 16:16:48,2024-01-09 16:16:48,0.059s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 16:16:48,2024-01-09 16:16:49,0.015s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 16:16:49,2024-01-09 16:16:49,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 16:16:49,2024-01-09 16:16:49,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 16:16:49,2024-01-09 16:16:49,0.576s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 16:16:49,2024-01-09 16:16:50,0.622s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 16:16:50,2024-01-09 16:16:50,0.698s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 16:16:50,2024-01-09 16:16:51,0.570s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 16:16:51,2024-01-09 16:16:52,0.573s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 16:16:52,2024-01-09 16:16:52,0.682s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 16:16:52,2024-01-09 16:16:53,0.490s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 16:16:53,2024-01-09 16:16:53,0.570s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 16:16:53,2024-01-09 16:16:54,0.518s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.622s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.000s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.000s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:54,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 16:16:54,2024-01-09 16:16:56,1.927s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 16:16:56,2024-01-09 16:17:20,23.447s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 16:17:20,2024-01-09 16:17:20,0.681s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-09 16:17:20,2024-01-09 16:17:21,0.786s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Firefox 121.0,,,2024-01-09 16:17:21,2024-01-09 16:17:22,0.693s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), siupPath)",Firefox 121.0,,,2024-01-09 16:17:22,2024-01-09 16:17:24,2.012s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Firefox 121.0,,,2024-01-09 16:17:24,2024-01-09 16:17:25,1.503s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), tdpPath)",Firefox 121.0,,,2024-01-09 16:17:25,2024-01-09 16:17:27,1.607s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Capture-npwp-siup-tdp.png"")",Firefox 121.0,,,2024-01-09 16:17:27,2024-01-09 16:17:28,0.870s,PASSED
"if (isPerubahanData == ""ya"")",Firefox 121.0,,,2024-01-09 16:17:28,2024-01-09 16:17:28,0.000s,PASSED
else,Firefox 121.0,,,2024-01-09 16:17:28,2024-01-09 16:17:29,0.601s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Memilih-Radio-Button-Perubahan-Data.png"")",Firefox 121.0,,,2024-01-09 16:17:29,2024-01-09 16:17:29,0.508s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Prosesfix""))",Firefox 121.0,,,2024-01-09 16:17:29,2024-01-09 16:17:30,0.563s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/AplikasiBaruMatching""), 300)",Firefox 121.0,,,2024-01-09 16:17:30,2024-01-09 16:17:33,3.762s,PASSED
