Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-10 16:55:07,2024-01-10 16:59:00,3m - 53.369s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-10 16:55:08,2024-01-10 16:55:20,12.315s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-10 16:55:09,2024-01-10 16:55:09,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-10 16:55:09,2024-01-10 16:55:09,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-10 16:55:09,2024-01-10 16:55:10,1.490s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-10 16:55:10,2024-01-10 16:55:16,6.264s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-10 16:55:16,2024-01-10 16:55:18,1.392s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-10 16:55:18,2024-01-10 16:55:18,0.048s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-10 16:55:18,2024-01-10 16:55:19,0.827s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-10 16:55:19,2024-01-10 16:55:19,0.781s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-10 16:55:19,2024-01-10 16:55:20,0.704s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-10 16:55:20,2024-01-10 16:56:27,1m - 7.302s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:22,0.100s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:22,0.021s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:22,0.003s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:22,0.003s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:22,0.613s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-10 16:55:22,2024-01-10 16:55:23,0.621s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-10 16:55:23,2024-01-10 16:55:24,0.884s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-10 16:55:24,2024-01-10 16:55:24,0.001s,PASSED
else,Firefox 121.0,,,2024-01-10 16:55:24,2024-01-10 16:55:25,0.609s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-10 16:55:25,2024-01-10 16:55:25,0.653s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-10 16:55:25,2024-01-10 16:55:26,0.741s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-10 16:55:26,2024-01-10 16:55:27,0.505s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-10 16:55:27,2024-01-10 16:55:27,0.598s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-10 16:55:27,2024-01-10 16:55:28,0.508s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.598s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.000s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:28,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-10 16:55:28,2024-01-10 16:55:30,2.256s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-10 16:55:30,2024-01-10 16:55:54,23.440s,PASSED
npwpTemp = nanoTime().toString(),Firefox 121.0,,,2024-01-10 16:55:54,2024-01-10 16:55:54,0.019s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwpTemp)",Firefox 121.0,,,2024-01-10 16:55:54,2024-01-10 16:55:55,0.802s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-10 16:55:55,2024-01-10 16:55:55,0.731s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Firefox 121.0,,,2024-01-10 16:55:55,2024-01-10 16:55:56,0.736s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), siupPath)",Firefox 121.0,,,2024-01-10 16:55:56,2024-01-10 16:55:59,2.337s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Firefox 121.0,,,2024-01-10 16:55:59,2024-01-10 16:56:00,1.616s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), tdpPath)",Firefox 121.0,,,2024-01-10 16:56:00,2024-01-10 16:56:02,1.776s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Capture-npwp-siup-tdp.png"")",Firefox 121.0,,,2024-01-10 16:56:02,2024-01-10 16:56:03,1.220s,PASSED
"if (isPerubahanData == ""ya"")",Firefox 121.0,,,2024-01-10 16:56:03,2024-01-10 16:56:03,0.000s,PASSED
else,Firefox 121.0,,,2024-01-10 16:56:03,2024-01-10 16:56:04,0.586s,PASSED
