Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 14:20:19,2024-01-09 14:21:13,53.928s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 14:20:20,2024-01-09 14:20:33,12.582s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 14:20:21,2024-01-09 14:20:21,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 14:20:21,2024-01-09 14:20:21,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 14:20:21,2024-01-09 14:20:23,1.572s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 14:20:23,2024-01-09 14:20:28,5.758s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 14:20:28,2024-01-09 14:20:30,1.983s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 14:20:30,2024-01-09 14:20:30,0.065s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 14:20:30,2024-01-09 14:20:31,0.790s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 14:20:31,2024-01-09 14:20:32,0.749s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 14:20:32,2024-01-09 14:20:33,0.733s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 14:20:33,2024-01-09 14:21:13,40.699s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:34,0.052s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:34,0.011s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:34,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:34,0.001s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:34,0.584s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 14:20:34,2024-01-09 14:20:35,0.605s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 14:20:35,2024-01-09 14:20:36,0.704s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 14:20:36,2024-01-09 14:20:36,0.590s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 14:20:36,2024-01-09 14:20:37,0.590s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 14:20:37,2024-01-09 14:20:38,0.751s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 14:20:38,2024-01-09 14:20:38,0.518s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 14:20:38,2024-01-09 14:20:39,0.574s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 14:20:39,2024-01-09 14:20:39,0.497s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 14:20:39,2024-01-09 14:20:40,0.578s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:40,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 14:20:40,2024-01-09 14:20:42,1.890s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 14:20:42,2024-01-09 14:20:42,0.374s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 14:20:42,2024-01-09 14:21:13,31.238s,FAILED
