Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
S1-S4,Chrome 99.0.4844.84,,,2022-03-30 15:01:18,2022-03-30 15:52:18,51m - 0.408s,PASSED
,,,,,,,
Test Cases/Sprint 4/Skenario 1/01-01-Transaction-AppBaru-InisiasiKonsumenBaru,Chrome 99.0.4844.84,Pengajuan 1 ( NPWP Tidak berlaku ),,2022-03-30 15:01:18,2022-03-30 15:03:00,1m - 42.191s,PASSED
robot = new java.awt.Robot(),Chrome 99.0.4844.84,,,2022-03-30 15:01:19,2022-03-30 15:01:19,0.062s,PASSED
userDir = getProjectDir(),Chrome 99.0.4844.84,,,2022-03-30 15:01:19,2022-03-30 15:01:19,0.002s,PASSED
"openBrowser("""")",Chrome 99.0.4844.84,Membuka browser chrome,,2022-03-30 15:01:19,2022-03-30 15:01:21,2.520s,PASSED
driver = getWebDriver(),Chrome 99.0.4844.84,,,2022-03-30 15:01:21,2022-03-30 15:01:21,0.005s,PASSED
navigateToUrl(ME_url),Chrome 99.0.4844.84,Melakukan navigasi ke alamat url / akses web aplikasi ME,,2022-03-30 15:01:21,2022-03-30 15:01:23,1.556s,PASSED
maximizeWindow(),Chrome 99.0.4844.84,Memaksimalkan aplikasi ME ke ukuran full desktop,,2022-03-30 15:01:23,2022-03-30 15:01:23,0.148s,PASSED
delay(5),Chrome 99.0.4844.84,Melakukan delay 5 detik,,2022-03-30 15:01:23,2022-03-30 15:01:28,5.040s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), CMO)",Chrome 99.0.4844.84,Melakukan input user login,,2022-03-30 15:01:28,2022-03-30 15:01:29,0.693s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Chrome 99.0.4844.84,Melakukan input password,,2022-03-30 15:01:29,2022-03-30 15:01:29,0.766s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-aplikasi-baru-login.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:01:29,2022-03-30 15:01:30,1.038s,PASSED
"markPassed(""Scenario 1 - Memastikan login berhasil"")",Chrome 99.0.4844.84,,,2022-03-30 15:01:30,2022-03-30 15:01:30,0.009s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Chrome 99.0.4844.84,Menekan tombol login,,2022-03-30 15:01:30,2022-03-30 15:01:31,0.364s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:01:31,2022-03-30 15:01:33,2.011s,PASSED
"verifyElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""), 0)",Chrome 99.0.4844.84,Melakukan verifikasi objek tombol menu transaksi muncul,,2022-03-30 15:01:33,2022-03-30 15:01:33,0.303s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Chrome 99.0.4844.84,Memilih menu transaksi,,2022-03-30 15:01:33,2022-03-30 15:01:33,0.334s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:33,2022-03-30 15:01:34,1.006s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Chrome 99.0.4844.84,Memilih menu aplikasi baru,,2022-03-30 15:01:34,2022-03-30 15:01:35,0.366s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:35,2022-03-30 15:01:36,1.012s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-memilih-button-transaksi-dan-aplikasi-baru.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:01:36,2022-03-30 15:01:37,0.752s,PASSED
"markPassed(""Scenario 1 - Memilih button transaksi dan aplikasi baru"")",Chrome 99.0.4844.84,,,2022-03-30 15:01:37,2022-03-30 15:01:37,0.001s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_perorangan_radios-apptype""))",Chrome 99.0.4844.84,Memilih radio type perorangan,,2022-03-30 15:01:37,2022-03-30 15:01:37,0.344s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:37,2022-03-30 15:01:38,1.008s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_korporasi_radios-apptype""))",Chrome 99.0.4844.84,Memilih radio type korporasi,,2022-03-30 15:01:38,2022-03-30 15:01:38,0.337s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:38,2022-03-30 15:01:39,1.012s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Chrome 99.0.4844.84,Click input badan usaha,,2022-03-30 15:01:39,2022-03-30 15:01:40,0.357s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:40,2022-03-30 15:01:41,1.006s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas ( PT. , NV. , LTD. )"")",Chrome 99.0.4844.84,Input search Badan Usaha,,2022-03-30 15:01:41,2022-03-30 15:01:41,0.710s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:01:41,2022-03-30 15:01:42,1.006s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-input-badan-usaha.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:01:42,2022-03-30 15:01:43,0.838s,PASSED
"markPassed(""Scenario 1 - Input badan usaha"")",Chrome 99.0.4844.84,,,2022-03-30 15:01:43,2022-03-30 15:01:43,0.001s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:01:43,2022-03-30 15:01:45,2.013s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Chrome 99.0.4844.84,Memilih badan usaha,,2022-03-30 15:01:45,2022-03-30 15:01:46,0.364s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:01:46,2022-03-30 15:01:48,2.003s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-page-sebelum-input-capture.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:01:48,2022-03-30 15:01:48,0.780s,PASSED
"markPassed(""Scenario 1 - Sebelum input capture npwp + SIUP + TDP"")",Chrome 99.0.4844.84,,,2022-03-30 15:01:48,2022-03-30 15:01:48,0.001s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:01:48,2022-03-30 15:01:50,2.016s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Chrome 99.0.4844.84,Menekan tombol capture NPWP,,2022-03-30 15:01:50,2022-03-30 15:01:51,0.361s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:01:51,2022-03-30 15:01:53,2.005s,PASSED
"uploadFile(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/Capture_""), userDir + pathfinder_npwp)",Chrome 99.0.4844.84,Melakukan upload file NPWP,,2022-03-30 15:01:53,2022-03-30 15:01:53,0.341s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Chrome 99.0.4844.84,,,2022-03-30 15:01:53,2022-03-30 15:02:08,14.960s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), NPWP_tidakBerlaku)",Chrome 99.0.4844.84,Input data nomer NPWP tidak berlaku,,2022-03-30 15:02:08,2022-03-30 15:02:09,0.667s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:02:09,2022-03-30 15:02:10,1.014s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), CN_tidakBerlaku)",Chrome 99.0.4844.84,Input data nama NPWP tidak berlaku,,2022-03-30 15:02:10,2022-03-30 15:02:10,0.670s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Chrome 99.0.4844.84,Menekan tombol capture SIUP,,2022-03-30 15:02:10,2022-03-30 15:02:11,0.339s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:11,2022-03-30 15:02:13,2.017s,PASSED
"uploadFile(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/Capture_""), userDir + pathfinder_siup)",Chrome 99.0.4844.84,Melakukan upload file SIUP,,2022-03-30 15:02:13,2022-03-30 15:02:13,0.330s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:13,2022-03-30 15:02:15,2.010s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Chrome 99.0.4844.84,Menekan tombol capture TDP,,2022-03-30 15:02:15,2022-03-30 15:02:15,0.339s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:15,2022-03-30 15:02:17,2.013s,PASSED
"uploadFile(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/Capture_""), userDir + pathfinder_tdp)",Chrome 99.0.4844.84,Menekan tombol capture TDP,,2022-03-30 15:02:17,2022-03-30 15:02:18,0.328s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:18,2022-03-30 15:02:20,2.013s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Capture-npwp-siup-tdp.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:02:20,2022-03-30 15:02:21,1.191s,PASSED
"markPassed(""Scenario 1 - Capture NPWP + SIUP + TDP"")",Chrome 99.0.4844.84,,,2022-03-30 15:02:21,2022-03-30 15:02:21,0.000s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:21,2022-03-30 15:02:23,2.004s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Ada Perubahan Data Tidak""))",Chrome 99.0.4844.84,Memilih ada perubahan data ( Tidak ),,2022-03-30 15:02:23,2022-03-30 15:02:23,0.360s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:02:23,2022-03-30 15:02:24,1.017s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Ada Perubahan Data YA""))",Chrome 99.0.4844.84,Memilih ada peruahan data ( Ya ),,2022-03-30 15:02:24,2022-03-30 15:02:25,0.339s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:02:25,2022-03-30 15:02:26,1.011s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Memilih-Radio-Button-Perubahan-Data.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:02:26,2022-03-30 15:02:27,1.163s,PASSED
"markPassed(""Scenario 1 - Memilih Radio Button Perubahan Data"")",Chrome 99.0.4844.84,,,2022-03-30 15:02:27,2022-03-30 15:02:27,0.001s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:27,2022-03-30 15:02:29,2.015s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Prosesfix""))",Chrome 99.0.4844.84,Menekan tombol proses,,2022-03-30 15:02:29,2022-03-30 15:02:29,0.363s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:29,2022-03-30 15:02:31,2.006s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/AplikasiBaruMatching""), 300)",Chrome 99.0.4844.84,Menunggu menu Matching tampil,,2022-03-30 15:02:31,2022-03-30 15:02:49,17.649s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Masuk-aplikasi-matching.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:02:49,2022-03-30 15:02:50,0.775s,PASSED
"markPassed(""Scenario 1 - Masuk aplikasi matching"")",Chrome 99.0.4844.84,,,2022-03-30 15:02:50,2022-03-30 15:02:50,0.000s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:50,2022-03-30 15:02:52,2.010s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/a_Ok""))",Chrome 99.0.4844.84,Menekan tombol ok,,2022-03-30 15:02:52,2022-03-30 15:02:52,0.339s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:02:52,2022-03-30 15:02:53,1.007s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Ya""))",Chrome 99.0.4844.84,Menekan tombol ya,,2022-03-30 15:02:53,2022-03-30 15:02:54,0.526s,PASSED
delay(3),Chrome 99.0.4844.84,Melakukan delay 3 detik,,2022-03-30 15:02:54,2022-03-30 15:02:57,3.002s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Berhasil-dilakukan-inisiasi-konsumen-baru.png"")",Chrome 99.0.4844.84,Melakukan screenshoot full page,,2022-03-30 15:02:57,2022-03-30 15:02:58,1.615s,PASSED
"markPassed(""Scenario 1 - Berhasil dilakukan inisiasi konsumen baru"")",Chrome 99.0.4844.84,,,2022-03-30 15:02:58,2022-03-30 15:02:58,0.001s,PASSED
delay(2),Chrome 99.0.4844.84,Melakukan delay 2 detik,,2022-03-30 15:02:58,2022-03-30 15:03:00,2.009s,PASSED
,,,,,,,
Test Cases/Sprint 4/Skenario 1/01-02-Transaction-AppPending-InputCorporate,Chrome 99.0.4844.84,,,2022-03-30 15:03:00,2022-03-30 15:07:42,4m - 41.992s,PASSED
userDir = getProjectDir(),Chrome 99.0.4844.84,,,2022-03-30 15:03:01,2022-03-30 15:03:01,0.002s,PASSED
"setText(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/input_SID Name_form-control ng-untouched ng-pristine ng-invalid""), konsumen_SID, OPTIONAL)",Chrome 99.0.4844.84,Melakukan input SID name,,2022-03-30 15:03:01,2022-03-30 15:04:01,1m - 0.287s,PASSED
delay(1),Chrome 99.0.4844.84,Melakukan delay 1 detik,,2022-03-30 15:04:01,2022-03-30 15:04:02,1.013s,PASSED
"scrollToElement(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/i_Fax 2_ri-arrow-right-line""), 60, OPTIONAL)",Chrome 99.0.4844.84,Melakukan scroll element,,2022-03-30 15:04:02,2022-03-30 15:04:22,19.723s,PASSED
