Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-17 17:08:09,2024-01-17 17:10:07,1m - 58.638s,ERROR
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-17 17:08:09,2024-01-17 17:08:24,14.921s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-17 17:08:10,2024-01-17 17:08:10,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-17 17:08:10,2024-01-17 17:08:10,0.002s,PASSED
switch (role),Firefox 121.0,,,2024-01-17 17:08:10,2024-01-17 17:08:13,2.288s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-17 17:08:13,2024-01-17 17:08:20,7.509s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-17 17:08:20,2024-01-17 17:08:22,2.377s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-17 17:08:22,2024-01-17 17:08:23,0.437s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), ""20111907"")",Firefox 121.0,,,2024-01-17 17:08:23,2024-01-17 17:08:23,0.554s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-17 17:08:23,2024-01-17 17:08:24,0.346s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-17 17:08:24,2024-01-17 17:08:24,0.566s,PASSED
,,,,,,,
Test Cases/me corp/Transaction-AppBaru-InputData-inisiasi,Firefox 121.0,,,2024-01-17 17:08:24,2024-01-17 17:09:07,42.671s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:27,0.105s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:27,0.025s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:27,0.003s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:27,0.003s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:27,0.441s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-17 17:08:27,2024-01-17 17:08:28,0.676s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-17 17:08:28,2024-01-17 17:08:29,1.156s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-17 17:08:29,2024-01-17 17:08:29,0.001s,PASSED
else,Firefox 121.0,,,2024-01-17 17:08:29,2024-01-17 17:08:29,0.507s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-17 17:08:29,2024-01-17 17:08:30,0.477s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-17 17:08:30,2024-01-17 17:08:30,0.507s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-17 17:08:30,2024-01-17 17:08:31,0.600s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-17 17:08:31,2024-01-17 17:08:31,0.381s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-17 17:08:31,2024-01-17 17:08:32,0.574s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.418s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.000s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:32,0.001s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-17 17:08:32,2024-01-17 17:08:35,3.003s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-17 17:08:35,2024-01-17 17:08:36,0.189s,PASSED
npwpTemp = nanoTime().toString(),Firefox 121.0,,,2024-01-17 17:08:36,2024-01-17 17:08:36,0.021s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwpTemp)",Firefox 121.0,,,2024-01-17 17:08:36,2024-01-17 17:09:07,31.435s,FAILED
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-data-entry,Firefox 121.0,,,2024-01-17 17:09:07,2024-01-17 17:10:00,53.274s,FAILED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-17 17:09:11,2024-01-17 17:09:11,0.001s,PASSED
