Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 15:17:02,2024-01-09 15:17:38,35.567s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 15:17:03,2024-01-09 15:17:15,12.349s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 15:17:04,2024-01-09 15:17:04,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 15:17:04,2024-01-09 15:17:04,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 15:17:04,2024-01-09 15:17:06,2.444s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 15:17:06,2024-01-09 15:17:12,5.523s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 15:17:12,2024-01-09 15:17:13,1.284s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 15:17:13,2024-01-09 15:17:13,0.062s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 15:17:13,2024-01-09 15:17:14,0.932s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 15:17:14,2024-01-09 15:17:14,0.696s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 15:17:14,2024-01-09 15:17:15,0.729s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 15:17:15,2024-01-09 15:17:38,22.707s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 15:17:16,2024-01-09 15:17:16,0.061s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 15:17:16,2024-01-09 15:17:16,0.015s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 15:17:16,2024-01-09 15:17:16,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 15:17:16,2024-01-09 15:17:16,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 15:17:16,2024-01-09 15:17:17,0.609s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 15:17:17,2024-01-09 15:17:18,0.621s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 15:17:18,2024-01-09 15:17:19,0.870s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 15:17:19,2024-01-09 15:17:19,0.589s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 15:17:19,2024-01-09 15:17:20,0.592s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 15:17:20,2024-01-09 15:17:21,0.773s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 15:17:21,2024-01-09 15:17:21,0.524s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 15:17:21,2024-01-09 15:17:22,0.584s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 15:17:22,2024-01-09 15:17:22,0.501s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 15:17:22,2024-01-09 15:17:23,0.593s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.000s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:23,0.001s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 15:17:23,2024-01-09 15:17:25,2.283s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 15:17:25,2024-01-09 15:17:25,0.432s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 15:17:25,2024-01-09 15:17:38,12.491s,FAILED
