Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,,,,2024-01-15 14:12:21,2024-01-15 14:12:30,9.212s,FAILED
,,,,,,,
Test Cases/me corp/Login,,,,2024-01-15 14:12:22,2024-01-15 14:12:26,4.547s,FAILED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2024-01-15 14:12:22,2024-01-15 14:12:22,0.002s,PASSED
"password = ""Mobile123+""",,,,2024-01-15 14:12:22,2024-01-15 14:12:22,0.001s,PASSED
switch (role),,,,2024-01-15 14:12:22,2024-01-15 14:12:24,1.364s,PASSED
"openBrowser("""")",,,,2024-01-15 14:12:24,2024-01-15 14:12:26,2.527s,PASSED
navigateToUrl(ME_url),,,,2024-01-15 14:12:26,2024-01-15 14:12:26,0.107s,FAILED
,,,,,,,
Test Cases/me corp/inisiasi,,,,2024-01-15 14:12:26,2024-01-15 14:12:27,1.205s,FAILED
robot = new java.awt.Robot(),,,,2024-01-15 14:12:27,2024-01-15 14:12:27,0.058s,PASSED
driver = getWebDriver(),,,,2024-01-15 14:12:27,2024-01-15 14:12:27,0.014s,PASSED
userDir = getProjectDir(),,,,2024-01-15 14:12:27,2024-01-15 14:12:27,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-15 14:12:27,2024-01-15 14:12:27,0.000s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",,,,2024-01-15 14:12:27,2024-01-15 14:12:27,0.144s,FAILED
,,,,,,,
Test Cases/me corp/data-entry-aplikasi-pending,,,,2024-01-15 14:12:27,2024-01-15 14:12:29,1.910s,FAILED
userDir = getProjectDir(),,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.001s,PASSED
"setText(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/input_SID Name_form-control ng-untouched ng-pristine ng-invalid""), konsumen_SID, OPTIONAL)",,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.149s,PASSED
"scrollToElement(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/i_Fax 2_ri-arrow-right-line""), 60, OPTIONAL)",,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.137s,PASSED
"click(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/button_Surat Keterangan Domisili""), OPTIONAL)",,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.153s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-masuk-submenu-surat-keterangan-domisili.png"")",,,,2024-01-15 14:12:29,2024-01-15 14:12:29,0.047s,FAILED
,,,,,,,
Test Cases/me corp/corporateLoan,,,,2024-01-15 14:12:29,2024-01-15 14:12:30,1.042s,FAILED
userDir = getProjectDir(),,,,2024-01-15 14:12:30,2024-01-15 14:12:30,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-15 14:12:30,2024-01-15 14:12:30,0.000s,PASSED
"click(findTestObject(""ME_AppPending/span_Collateral dan Loan""))",,,,2024-01-15 14:12:30,2024-01-15 14:12:30,0.146s,FAILED
