Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 14:56:20,2024-01-09 14:56:49,29.133s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 14:56:20,2024-01-09 14:56:31,11.079s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 14:56:21,2024-01-09 14:56:21,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 14:56:21,2024-01-09 14:56:21,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 14:56:21,2024-01-09 14:56:22,1.200s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 14:56:22,2024-01-09 14:56:28,5.494s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 14:56:28,2024-01-09 14:56:29,1.179s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 14:56:29,2024-01-09 14:56:29,0.338s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 14:56:29,2024-01-09 14:56:30,0.771s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 14:56:30,2024-01-09 14:56:31,0.785s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 14:56:31,2024-01-09 14:56:31,0.733s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 14:56:31,2024-01-09 14:56:49,17.576s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 14:56:32,2024-01-09 14:56:33,0.052s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 14:56:33,2024-01-09 14:56:33,0.013s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 14:56:33,2024-01-09 14:56:33,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 14:56:33,2024-01-09 14:56:33,0.001s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 14:56:33,2024-01-09 14:56:33,0.580s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 14:56:33,2024-01-09 14:56:34,0.618s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 14:56:34,2024-01-09 14:56:34,0.718s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 14:56:34,2024-01-09 14:56:35,0.588s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 14:56:35,2024-01-09 14:56:36,0.573s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 14:56:36,2024-01-09 14:56:36,0.680s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 14:56:36,2024-01-09 14:56:37,0.470s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 14:56:37,2024-01-09 14:56:37,0.577s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 14:56:37,2024-01-09 14:56:38,0.514s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.587s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.002s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.000s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:38,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 14:56:38,2024-01-09 14:56:40,1.911s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 14:56:40,2024-01-09 14:56:41,0.358s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 14:56:41,2024-01-09 14:56:49,8.268s,FAILED
